	5353	6262	6868	5757	8686	9595	8282	5959	7474	8787	4545	8585	6767	6060	7676	5252	4848	9696	5656	6464	6565	5858	5050	8181	8888	9191	4747	6666	9292	8383	5151	6363	8484	4949	7979	7373	7272	5555	7575	8989	6969	4646	7171	8080	9393	7878	9090	9494	7777	5454	7070	6161
5353	0.0	45.3886713327	100.665033667	86.6967000995	98.4699867083	106.738112442	83.6786406782	100.014933595	84.5059890033	102.281944074	49.0047207648	50.286427567	93.3174698058	102.99834812	101.71196331	100.01917169	102.723533247	97.8476484969	106.083955282	98.1015986226	81.4591306314	84.8722732181	84.3472949689	88.535528932	101.758787609	101.559844058	106.418264683	83.1578455201	98.3647224889	94.0195116261	103.544846358	100.698838392	97.5145188091	88.797846658	100.93611494	101.672700598	103.049784464	107.410212916	101.919445025	84.3652227656	52.303859385	49.5015475341	116.179661624	96.0800614631	92.3208423006	54.1406420066	83.9736717417	119.842531972	51.1885468452	47.0747253035	103.98712961	106.522674475
6262	45.3886713327	0.0	104.759734978	87.1233732876	102.085465137	111.566712307	83.9847173245	104.439495479	85.7436306083	105.707274315	53.1849596685	53.5887422425	96.9439963108	107.126428164	106.27902164	104.7036757	105.795683398	102.934103558	109.221366281	99.4265867349	81.6319185609	85.6248237746	85.5755816332	90.0738580473	105.235562219	106.208022443	109.690174085	83.9602465089	103.256051562	98.0439030237	108.435473831	102.862359011	101.866500929	89.2732218125	103.262237571	102.904244912	105.511969869	110.383858473	106.348002666	85.7162084341	53.8850110409	53.5074723597	115.989608939	98.4998013425	96.7296745407	53.0342040253	83.9700052552	122.91107635	54.3310282927	49.3604847194	102.814678768	105.693415155
6868	100.665033667	104.759734978	0.0	90.9053709616	43.2937859446	88.985327558	90.5607298341	40.2201466263	92.396623317	82.1804906154	106.799465838	103.893913366	45.5464120934	41.5304448239	40.3190915987	42.6725272866	82.5182713638	66.4602465338	76.5519133332	82.7246297044	88.1567947482	87.6873055482	86.5674424292	92.0015782044	81.622133465	44.4283659517	84.1539568544	87.7440922948	44.337894322	50.6541504056	41.0244938324	77.2455092044	44.9145231785	91.4860505496	83.6241157285	96.4191133027	78.5690995578	77.2582262561	42.2490152577	89.260186479	102.206850447	102.142425503	120.139234178	83.80866261	85.1810668215	101.819916897	91.2808153875	86.0606555834	106.569611701	101.105259773	123.829423886	126.537011943
5757	86.6967000995	87.1233732876	90.9053709616	0.0	89.6302624557	95.4442647279	52.2394018153	89.4051951795	48.0051203975	108.746736189	85.5123135459	87.720710852	89.1627939119	90.8660474639	89.1250394746	89.6239100205	108.953935255	96.903572419	109.429955024	106.187368765	45.1116212162	44.4785992616	47.2255909721	51.1630233705	107.953631462	91.3010495874	111.508301333	44.7834378128	87.6591830286	89.6539929701	92.800637215	106.568072421	88.1032306954	48.4696453633	109.60302677	88.3280380042	105.975992925	108.624524465	90.3658249731	48.6531949095	84.1722473209	83.1325130756	127.562626646	106.044117138	102.743492732	83.8759772509	52.5546229717	124.989514977	84.7184861993	84.9902256662	120.972100992	123.857281938
8686	98.4699867083	102.085465137	43.2937859446	89.6302624557	0.0	85.6248211006	88.8765487237	42.7695545268	90.7676495447	81.3938952258	104.70434331	100.672198292	47.4011142532	43.9581897179	42.4302993065	44.2387616617	82.7648590264	63.8317406516	78.1791536753	82.3353804757	86.3760689642	87.1224668554	85.3694907349	91.2291562565	81.7642011072	46.6939421675	84.8426524381	86.9060181229	46.5043695647	49.2876267066	45.3219341579	77.4042696601	44.899536071	90.6467933645	83.0452698316	95.3943303604	78.7665597342	77.946479665	45.3362914869	87.7606669901	99.5779771276	99.9437375575	117.461202118	83.3888409055	81.3776233076	98.1425760006	88.8544958091	84.5870963986	104.653263872	99.121884378	120.324636834	122.618416966
9595	106.738112442	111.566712307	88.985327558	95.4442647279	85.6248211006	0.0	97.4985553686	84.4388138243	97.9962111139	120.343836599	112.417920808	108.687513108	85.3751135864	85.8654226127	83.1569650971	82.7887247635	120.690956914	69.5777963759	122.12908274	115.295680536	92.060685142	97.0227411801	96.3065961493	102.149275311	120.588818076	86.1149033811	123.752577572	96.2517921126	84.9355483679	83.6562880478	87.3961881629	118.270847547	82.6634367024	100.205801356	120.208860535	103.939153744	116.859054961	121.444998844	86.2858750784	95.7268660745	108.647025516	107.423239844	129.198276986	115.660011158	74.2948351133	106.180890484	95.2855314877	113.744789146	113.025259282	109.93807088	125.449684295	129.265515551
8282	83.6786406782	83.9847173245	90.5607298341	52.2394018153	88.8765487237	97.4985553686	0.0	89.2904952189	51.3123805509	100.529401818	82.9199968688	81.5911735971	85.2747548241	91.5231172872	90.1621499709	88.9455507135	100.299386608	94.569715181	105.063431912	97.3851378816	48.3044156057	53.5056214862	45.4227053609	51.8877922592	99.7998072458	90.5823870552	104.543016057	48.1195869508	86.7614165016	85.4204236218	93.6313685089	99.575495939	86.8436805669	50.063519447	99.5068402832	85.0053304829	99.9354470379	104.969298832	90.2222692496	44.5667061596	82.393840617	79.9768133672	115.562390987	95.0424717865	101.045035024	78.6258269913	50.5503398509	121.410302957	81.9563449365	83.4206026494	110.588328569	112.609776562
5959	100.014933595	104.439495479	40.2201466263	89.4051951795	42.7695545268	84.4388138243	89.2904952189	0.0	91.3026577005	80.3916216784	106.055387613	102.532814241	44.1308462238	37.1551524718	35.9744216001	38.7888957203	80.7043732455	60.4354724094	76.8049653439	81.6614980267	87.0268863968	88.2426933791	85.9591238508	92.760447214	79.6783474492	40.4403681004	82.6800982302	88.4346013355	41.3849252986	46.142078175	40.7797260244	77.3232942912	41.4515851798	90.9672168719	82.2306668793	94.2303875528	76.2381189721	76.3435301278	38.5521046695	88.3575375402	100.924990836	101.036457139	118.420876096	82.5598794496	81.5757707336	99.9429838013	90.4412606117	82.1795897034	105.500205514	100.908036215	122.038743566	124.770497701
7474	84.5059890033	85.7436306083	92.396623317	48.0051203975	90.7676495447	97.9962111139	51.3123805509	91.3026577005	0.0	104.364821203	84.7185602764	84.9578901125	90.1302090154	93.4358805765	92.0098743737	91.6663906896	103.518830006	98.3776554109	108.605992235	104.109484279	49.0857573445	50.1143699452	50.3084403518	52.1420648199	104.200381701	93.5214586239	106.490685168	47.2022347389	89.7266883689	90.1992364333	95.5176116153	104.935301039	89.4057122671	49.9159554287	104.50327992	88.2037174608	104.872580452	108.342841525	91.8376220743	49.5456619111	82.8368444504	81.8507857858	123.584596871	101.955915847	104.702157957	81.6250902049	54.897671392	124.962736487	83.0274876114	83.9196527217	117.445354199	119.583364654
